"SETTLEMENT.DATE","CUSIP","SYMBOL","QUANTITY..FAILS.","DESCRIPTION","PRICE","GME Allocation"
20210226,"808524771","FNDX",16151,"SCHWAB FUNDAMENTAL U S LARGE C","48.99","0.39%"
20210226,"808524789","FNDB",100,"SCHWAB FUNDAMENTAL U S BROAD M","48.74","0.35%"
20210226,"87166N304","SSLY",102,"SYNTAX ETF TR STRATIFIED SMALL","50.15","0.11%"
20210226,"886364405","SFYF",1410,"TIDAL ETF TR SOFI 50 ETF","29.51","0.69%"
20210226,"921932778","VIOV",6583,"VANGUARD S&P SMALL CAP 600 VAL","166.70","0.12%"
20210226,"921932828","VIOO",277,"VANGUARD S&P SMALL CAP 600 ETF","193.04","0.12%"
20210226,"92204A108","VCR",21,"VANGUARD CONSUMER DISCRETIONAR","282.24","1.16%"
20210226,"92206C599","VTHR",27,"VANGUARD RUSSELL 3000 ETF","179.36","0.00%"
20210226,"92206C649","VTWV",28219,"VANGUARD RUSSELL 2000 VALUE ET","133.73","0.09%"
20210226,"92206C664","VTWO",2287,"VANGUARD RUSSELL 2000 ETF","176.58","0.04%"
20210226,"922908611","VBR",145,"VANGUARD SMALL-CAP VALUE ETF","158.59","0.31%"
20210226,"922908652","VXF",43470,"VANGUARD EXTENDED MARKET ETF","177.21","0.02%"
20210226,"922908751","VB",1625,"VANGUARD SMALL-CAP ETF","211.02","0.17%"
20210226,"922908769","VTI",12223,"VANGUARD TOTAL STOCK MARKET ET","200.88","0.00%"
20210301,"025072885","AVUS",2439,"AMERICAN CENTY ETF TR AVANTIS ","66.51","0.02%"
20210301,"132061201","SYLD",4,"CAMBRIA SHAREHOLDER YLD ETF","57.24","0.48%"
20210301,"25460G815","RETL",35,"DIREXION DAILY RETAIL BULL 3X ","143.16","2.87%"
20210301,"26924G706","GAMR",651,"ETF MANAGERS TR WEDBUSH ETFMG ","87.53","4.87%"
20210301,"30151E673","NVQ",271,"EXCHANGE LISTED FDS TR QRAFT A","29.51","0.25%"
20210301,"316092204","FDIS",6641,"FIDELITY COVINGTON TR MSCI CON","73.35","0.13%"
20210301,"33939L100","TILT",215,"FLEXSHARES TR","153.36","0.04%"
20210301,"35473P876","FLQS",300,"FRANKLIN TEMPLETON ETF TR LIBE","35.23","0.28%"
20210301,"36467W109","GME",82708,"GAMESTOP CORP (HLDG CO) CL A","101.74",NA
20210301,"46137V183","EWSC",2741,"INVESCO","76.40","0.54%"
20210301,"46137V480","XSVM",36662,"INVESCO S&P SMALLCAP VALUE WIT","42.93","2.45%"
20210301,"46138E180","PSCD",2369,"INVESCO S&P SMALLCAP CONSUMER ","102.18","1.92%"
20210301,"46138E453","PBSM",3695,"INVESCO ETF TR II PUREBETA MSC","37.07","0.07%"
20210301,"46138G664","RWJ",82678,"INVESCO EXCHANGE-TRADED FD TR ","101.68","2.11%"
20210301,"46138J593","OMFS",8779,"INVESCO EXCHANGE-TRADED SELF-I","38.24","0.15%"
20210301,"46138J734","IUSS",225,"INVESCO EXCH-TRADED SELF INDX ","34.23","1.25%"
20210301,"464287150","ITOT",478,"ISHARES CORE S&P TOTAL U.S. ST","88.71","0.01%"
20210301,"464287804","IJR",123,"ISHARES CORE S&P SM CAP ETF","105.09","0.28%"
20210301,"464287887","IJT",83,"ISHARES S&P SMALL CAP 600 GROW","126.71","0.26%"
20210301,"464288570","DSI",78681,"ISHARES MSCI KLD 400 SOCIAL ET","73.30","0.02%"
20210301,"464288869","IWC",13744,"RUSSELL MICRO CAP ETF","143.61","0.59%"
20210301,"46435U663","ESML",2201,"ISHARES ESG AWARE MSCI USA SMA","37.77","0.18%"
20210301,"46436E544","XJR",112,"ISHARES TRESG SCREENED S&P SMA","37.73","0.30%"
20210301,"46436E775","STSB",88,"ISHARES TR FACTORS US SMALL BL","46.13","0.11%"
20210301,"67092P607","NUSC",19352,"NUVEEN ESG SMALL-CAP ETF","42.21","0.30%"
20210301,"74347R818","SAA",3931,"PROSHARES ULTRA SMALLCAP600","140.53","0.18%"
20210301,"78464A128","VLU",11627,"SPDR S&P 1500 VALUE TILT ETF","132.46","0.04%"
20210301,"78464A201","SLYG",537,"SPDR S&P 600 SMALL CAP GROWTH ","84.62","0.26%"
20210301,"78464A714","XRT",1167,"SPDR SERIES TR SPDR S&P RETAIL","79.26","3.44%"
20210301,"78464A813","SLY",11932,"SPDR S&P 600 SMALL CAP ETF","91.09","0.29%"
20210301,"78468R853","SPSM",650,"SPDR PORTFOLIO S&P 600 SMALL C","40.90","0.29%"
20210301,"808524607","SCHA",334,"SCHWAB STRATEGIC TR US SMALL-C","98.40","0.07%"
20210301,"808524771","FNDX",235172,"SCHWAB FUNDAMENTAL U S LARGE C","48.47","0.39%"
20210301,"808524789","FNDB",1003,"SCHWAB FUNDAMENTAL U S BROAD M","48.28","0.35%"
20210301,"87166N304","SSLY",104,"SYNTAX ETF TR STRATIFIED SMALL","50.03","0.11%"
20210301,"886364405","SFYF",3979,"TIDAL ETF TR SOFI 50 ETF","29.49","0.69%"
20210301,"89349P305","DMRS",1,"TRANSAMERICA ETF TR DELTASHARE","55.52","0.17%"
20210301,"921932778","VIOV",3666,"VANGUARD S&P SMALL CAP 600 VAL","165.24","0.12%"
20210301,"921932794","VIOG",714,"VANGUARD S&P SMALL CAP 600 GRO","218.16","1.78%"
20210301,"921932828","VIOO",35482,"VANGUARD S&P SMALL CAP 600 ETF","192.16","0.12%"
20210301,"92204A108","VCR",5716,"VANGUARD CONSUMER DISCRETIONAR","283.52","1.16%"
20210301,"92206C599","VTHR",315,"VANGUARD RUSSELL 3000 ETF","178.72","0.00%"
20210301,"92206C649","VTWV",1726,"VANGUARD RUSSELL 2000 VALUE ET","132.59","0.09%"
20210301,"92206C664","VTWO",34243,"VANGUARD RUSSELL 2000 ETF","176.06","0.04%"
20210301,"922908611","VBR",71,"VANGUARD SMALL-CAP VALUE ETF","157.87","0.31%"
20210301,"922908652","VXF",55901,"VANGUARD EXTENDED MARKET ETF","177.94","0.02%"
20210301,"922908769","VTI",323,"VANGUARD TOTAL STOCK MARKET ET","200.08","0.00%"
20210302,"132061201","SYLD",4,"CAMBRIA SHAREHOLDER YLD ETF","59.26","0.48%"
20210302,"26924G706","GAMR",854,"ETF MANAGERS TR WEDBUSH ETFMG ","91.56","4.87%"
20210302,"30151E673","NVQ",337,"EXCHANGE LISTED FDS TR QRAFT A","30.32","0.25%"
20210302,"316092204","FDIS",7158,"FIDELITY COVINGTON TR MSCI CON","75.29","0.13%"
20210302,"33939L100","TILT",375,"FLEXSHARES TR","156.83","0.04%"
20210302,"35473P876","FLQS",476,"FRANKLIN TEMPLETON ETF TR LIBE","36.23","0.28%"
20210302,"36467W109","GME",26373,"GAMESTOP CORP (HLDG CO) CL A","120.40",NA
20210302,"381430602","GSSC",17321,"GOLDMAN SACHS ETF TR ACTIVEBET","63.20","0.27%"
20210302,"46137V183","EWSC",2967,"INVESCO","79.07","0.54%"
20210302,"46137V613","PRF",18,"INVESCO EXCHANGE-TRADED FD TR ","145.64","0.44%"
20210302,"46138E180","PSCD",2006,"INVESCO S&P SMALLCAP CONSUMER ","105.96","1.92%"
20210302,"46138E453","PBSM",3553,"INVESCO ETF TR II PUREBETA MSC","38.21","0.07%"
20210302,"46138G664","RWJ",77,"INVESCO EXCHANGE-TRADED FD TR ","106.15","2.11%"
20210302,"46138J593","OMFS",7634,"INVESCO EXCHANGE-TRADED SELF-I","39.62","0.15%"
20210302,"464287150","ITOT",608,"ISHARES CORE S&P TOTAL U.S. ST","90.97","0.01%"
20210302,"464287630","IWN",182,"ISHARES RUSSELL2000 VAL ETF","156.87","0.21%"
20210302,"464287655","IWM",200,"ISHARES RUSSELL 2000 ETF","226.07","0.10%"
20210302,"464287804","IJR",296623,"ISHARES CORE S&P SM CAP ETF","108.34","0.28%"
20210302,"464287879","IJS",103,"ISHARES S&P SMALLCAP 600 VALUE","98.65","0.30%"
20210302,"464288570","DSI",1255192,"ISHARES MSCI KLD 400 SOCIAL ET","74.97","0.02%"
20210302,"464288869","IWC",2916,"RUSSELL MICRO CAP ETF","150.44","0.59%"
20210302,"46435U663","ESML",309,"ISHARES ESG AWARE MSCI USA SMA","38.84","0.18%"
20210302,"46436E544","XJR",77,"ISHARES TRESG SCREENED S&P SMA","38.78","0.30%"
20210302,"46436E775","STSB",25,"ISHARES TR FACTORS US SMALL BL","47.49","0.11%"
20210302,"46641Q290","BBSC",12,"JP MORGAN EXC-TRD TR BETABUILD","66.12","0.15%"
20210302,"67092P607","NUSC",68234,"NUVEEN ESG SMALL-CAP ETF","43.47","0.30%"
20210302,"74347R818","SAA",2564,"PROSHARES ULTRA SMALLCAP600","148.22","0.18%"
20210302,"74347R842","UWM",23007,"PROSHARES ULTRA RUSSELL 2000","117.83","0.07%"
20210302,"74347X294","HDG",461,"PROSHARES TRUST - PROSHARES HE","52.35","0.03%"
20210302,"78464A128","VLU",14227,"SPDR S&P 1500 VALUE TILT ETF","135.38","0.04%"
20210302,"78464A201","SLYG",43,"SPDR S&P 600 SMALL CAP GROWTH ","87.35","0.26%"
20210302,"78464A300","SLYV",197666,"SPDR S&P 600 SMALL CAP VALUE E","80.34","0.30%"
20210302,"78464A714","XRT",413252,"SPDR SERIES TR SPDR S&P RETAIL","83.31","3.44%"
20210302,"78464A805","SPTM",182,"SPDR PORTFOLIO S&P 1500 COMPOS","48.35","0.01%"
20210302,"78464A813","SLY",5472,"SPDR S&P 600 SMALL CAP ETF","93.79","0.29%"
20210302,"78468R853","SPSM",2090,"SPDR PORTFOLIO S&P 600 SMALL C","42.15","0.29%"
20210302,"808524102","SCHB",4994,"SCHWAB STRATEGIC TR US BROAD M","95.93","0.01%"
20210302,"808524771","FNDX",61176,"SCHWAB FUNDAMENTAL U S LARGE C","49.70","0.39%"
20210302,"808524789","FNDB",20327,"SCHWAB FUNDAMENTAL U S BROAD M","49.58","0.35%"
20210302,"886364405","SFYF",10839,"TIDAL ETF TR SOFI 50 ETF","30.48","0.69%"
20210302,"921932778","VIOV",964,"VANGUARD S&P SMALL CAP 600 VAL","170.53","0.12%"
20210302,"921932794","VIOG",343,"VANGUARD S&P SMALL CAP 600 GRO","225.01","1.78%"
20210302,"921932828","VIOO",1,"VANGUARD S&P SMALL CAP 600 ETF","197.90","0.12%"
20210302,"92204A108","VCR",4480,"VANGUARD CONSUMER DISCRETIONAR","291.04","1.16%"
20210302,"92206C599","VTHR",2534,"VANGUARD RUSSELL 3000 ETF","183.14","0.00%"
20210302,"92206C649","VTWV",103156,"VANGUARD RUSSELL 2000 VALUE ET","137.25","0.09%"
20210302,"92206C664","VTWO",43037,"VANGUARD RUSSELL 2000 ETF","182.56","0.04%"
20210302,"922908611","VBR",155,"VANGUARD SMALL-CAP VALUE ETF","162.34","0.31%"
20210302,"922908652","VXF",180710,"VANGUARD EXTENDED MARKET ETF","183.43","0.02%"
20210302,"922908751","VB",219,"VANGUARD SMALL-CAP ETF","217.07","0.17%"
20210302,"922908769","VTI",121435,"VANGUARD TOTAL STOCK MARKET ET","205.22","0.00%"
20210303,"25460G815","RETL",1026,"DIREXION DAILY RETAIL BULL 3X ","156.43","2.87%"
20210303,"30151E673","NVQ",85,"EXCHANGE LISTED FDS TR QRAFT A","29.96","0.25%"
20210303,"316092204","FDIS",2679,"FIDELITY COVINGTON TR MSCI CON","74.38","0.13%"
20210303,"33939L100","TILT",555,"FLEXSHARES TR","155.66","0.04%"
20210303,"35473P876","FLQS",475,"FRANKLIN TEMPLETON ETF TR LIBE","35.61","0.28%"
20210303,"36467W109","GME",15394,"GAMESTOP CORP (HLDG CO) CL A","118.18",NA
20210303,"381430602","GSSC",25381,"GOLDMAN SACHS ETF TR ACTIVEBET","62.08","0.27%"
20210303,"46137V183","EWSC",3306,"INVESCO","77.97","0.54%"
20210303,"46137V480","XSVM",34972,"INVESCO S&P SMALLCAP VALUE WIT","44.14","2.45%"
20210303,"46138E180","PSCD",1615,"INVESCO S&P SMALLCAP CONSUMER ","104.88","1.92%"
20210303,"46138E453","PBSM",4316,"INVESCO ETF TR II PUREBETA MSC","37.55","0.07%"
20210303,"46138G664","RWJ",3449,"INVESCO EXCHANGE-TRADED FD TR ","104.98","2.11%"
20210303,"46138J593","OMFS",9150,"INVESCO EXCHANGE-TRADED SELF-I","39.12","0.15%"
20210303,"46138J734","IUSS",367,"INVESCO EXCH-TRADED SELF INDX ","35.03","1.25%"
20210303,"464287150","ITOT",4500,"ISHARES CORE S&P TOTAL U.S. ST","90.07","0.01%"
20210303,"464287630","IWN",49285,"ISHARES RUSSELL2000 VAL ETF","154.78","0.21%"
20210303,"464287655","IWM",21281,"ISHARES RUSSELL 2000 ETF","221.72","0.10%"
20210303,"464287804","IJR",428,"ISHARES CORE S&P SM CAP ETF","106.46","0.28%"
20210303,"464288570","DSI",177030,"ISHARES MSCI KLD 400 SOCIAL ET","74.39","0.02%"
20210303,"464288869","IWC",14012,"RUSSELL MICRO CAP ETF","148.33","0.59%"
20210303,"46436E775","STSB",15,"ISHARES TR FACTORS US SMALL BL","46.81","0.11%"
20210303,"46641Q290","BBSC",20,"JP MORGAN EXC-TRD TR BETABUILD","65.05","0.15%"
20210303,"67092P607","NUSC",127642,"NUVEEN ESG SMALL-CAP ETF","42.75","0.30%"
20210303,"74347R818","SAA",2964,"PROSHARES ULTRA SMALLCAP600","143.71","0.18%"
20210303,"74347X294","HDG",606,"PROSHARES TRUST - PROSHARES HE","52.11","0.03%"
20210303,"74347X799","URTY",1428,"PROSHARES TRUST PROSHRS ULTRAP","109.82","0.05%"
20210303,"78464A128","VLU",512,"SPDR S&P 1500 VALUE TILT ETF","135.22","0.04%"
20210303,"78464A300","SLYV",130223,"SPDR S&P 600 SMALL CAP VALUE E","79.14","0.30%"
20210303,"78464A714","XRT",427133,"SPDR SERIES TR SPDR S&P RETAIL","81.88","3.44%"
20210303,"78468R853","SPSM",439,"SPDR PORTFOLIO S&P 600 SMALL C","41.43","0.29%"
20210303,"808524607","SCHA",21,"SCHWAB STRATEGIC TR US SMALL-C","99.92","0.07%"
20210303,"808524771","FNDX",59485,"SCHWAB FUNDAMENTAL U S LARGE C","49.48","0.39%"
20210303,"808524789","FNDB",22700,"SCHWAB FUNDAMENTAL U S BROAD M","49.36","0.35%"
20210303,"87166N304","SSLY",12,"SYNTAX ETF TR STRATIFIED SMALL","50.64","0.11%"
20210303,"886364405","SFYF",13039,"TIDAL ETF TR SOFI 50 ETF","29.92","0.69%"
20210303,"89349P305","DMRS",256,"TRANSAMERICA ETF TR DELTASHARE","55.95","0.17%"
20210303,"921932778","VIOV",770,"VANGUARD S&P SMALL CAP 600 VAL","167.95","0.12%"
20210303,"921932794","VIOG",1152,"VANGUARD S&P SMALL CAP 600 GRO","220.68","1.78%"
20210303,"92204A108","VCR",8325,"VANGUARD CONSUMER DISCRETIONAR","287.53","1.16%"
20210303,"92206C649","VTWV",7951,"VANGUARD RUSSELL 2000 VALUE ET","135.51","0.09%"
20210303,"92206C664","VTWO",6597,"VANGUARD RUSSELL 2000 ETF","178.95","0.04%"
20210303,"922908611","VBR",3747,"VANGUARD SMALL-CAP VALUE ETF","160.66","0.31%"
20210303,"922908652","VXF",12323,"VANGUARD EXTENDED MARKET ETF","180.34","0.02%"
20210303,"922908769","VTI",232,"VANGUARD TOTAL STOCK MARKET ET","203.29","0.00%"
20210304,"025072885","AVUS",217,"AMERICAN CENTY ETF TR AVANTIS ","66.93","0.02%"
20210304,"132061201","SYLD",8055,"CAMBRIA SHAREHOLDER YLD ETF","58.97","0.48%"
20210304,"316092204","FDIS",100471,"FIDELITY COVINGTON TR MSCI CON","72.72","0.13%"
20210304,"33939L100","TILT",136,"FLEXSHARES TR","154.31","0.04%"
20210304,"35473P876","FLQS",349,"FRANKLIN TEMPLETON ETF TR LIBE","35.62","0.28%"
20210304,"36467W109","GME",20176,"GAMESTOP CORP (HLDG CO) CL A","124.18",NA
20210304,"381430602","GSSC",66292,"GOLDMAN SACHS ETF TR ACTIVEBET","61.51","0.27%"
20210304,"46137V183","EWSC",3592,"INVESCO","78.71","0.54%"
20210304,"46137V480","XSVM",53394,"INVESCO S&P SMALLCAP VALUE WIT","45.01","2.45%"
20210304,"46138E180","PSCD",1097,"INVESCO S&P SMALLCAP CONSUMER ","105.55","1.92%"
20210304,"46138E453","PBSM",6907,"INVESCO ETF TR II PUREBETA MSC","37.25","0.07%"
20210304,"46138G664","RWJ",216,"INVESCO EXCHANGE-TRADED FD TR ","106.74","2.11%"
20210304,"46138J593","OMFS",7856,"INVESCO EXCHANGE-TRADED SELF-I","38.69","0.15%"
20210304,"46138J734","IUSS",27,"INVESCO EXCH-TRADED SELF INDX ","35.19","1.25%"
20210304,"464287150","ITOT",4682,"ISHARES CORE S&P TOTAL U.S. ST","88.81","0.01%"
20210304,"464287804","IJR",217,"ISHARES CORE S&P SM CAP ETF","106.62","0.28%"
20210304,"464287879","IJS",84,"ISHARES S&P SMALLCAP 600 VALUE","98.39","0.30%"
20210304,"464287887","IJT",6,"ISHARES S&P SMALL CAP 600 GROW","126.63","0.26%"
20210304,"464288869","IWC",67609,"RUSSELL MICRO CAP ETF","146.45","0.59%"
20210304,"46435U663","ESML",728,"ISHARES ESG AWARE MSCI USA SMA","37.96","0.18%"
20210304,"46436E544","XJR",50,"ISHARES TRESG SCREENED S&P SMA","38.31","0.30%"
20210304,"46641Q290","BBSC",25,"JP MORGAN EXC-TRD TR BETABUILD","64.29","0.15%"
20210304,"67092P607","NUSC",132579,"NUVEEN ESG SMALL-CAP ETF","42.34","0.30%"
20210304,"74347R818","SAA",2589,"PROSHARES ULTRA SMALLCAP600","144.56","0.18%"
20210304,"74347R842","UWM",39801,"PROSHARES ULTRA RUSSELL 2000","110.77","0.07%"
20210304,"74347X294","HDG",50,"PROSHARES TRUST - PROSHARES HE","51.90","0.03%"
20210304,"74347X799","URTY",253,"PROSHARES TRUST PROSHRS ULTRAP","106.29","0.05%"
20210304,"78464A128","VLU",419,"SPDR S&P 1500 VALUE TILT ETF","135.01","0.04%"
20210304,"78464A201","SLYG",21,"SPDR S&P 600 SMALL CAP GROWTH ","84.74","0.26%"
20210304,"78464A300","SLYV",95892,"SPDR S&P 600 SMALL CAP VALUE E","80.17","0.30%"
20210304,"78464A714","XRT",348,"SPDR SERIES TR SPDR S&P RETAIL","81.58","3.44%"
20210304,"78464A805","SPTM",1933,"SPDR PORTFOLIO S&P 1500 COMPOS","47.39","0.01%"
20210304,"78464A813","SLY",1156,"SPDR S&P 600 SMALL CAP ETF","92.32","0.29%"
20210304,"78468R853","SPSM",1,"SPDR PORTFOLIO S&P 600 SMALL C","41.51","0.29%"
20210304,"808524607","SCHA",209,"SCHWAB STRATEGIC TR US SMALL-C","98.81","0.07%"
20210304,"808524771","FNDX",6381,"SCHWAB FUNDAMENTAL U S LARGE C","49.44","0.39%"
20210304,"808524789","FNDB",28770,"SCHWAB FUNDAMENTAL U S BROAD M","49.33","0.35%"
20210304,"87166N304","SSLY",12,"SYNTAX ETF TR STRATIFIED SMALL","50.73","0.11%"
20210304,"886364405","SFYF",14866,"TIDAL ETF TR SOFI 50 ETF","29.23","0.69%"
20210304,"89349P305","DMRS",178,"TRANSAMERICA ETF TR DELTASHARE","56.10","0.17%"
20210304,"921932778","VIOV",7300,"VANGUARD S&P SMALL CAP 600 VAL","170.21","0.12%"
20210304,"921932794","VIOG",1879,"VANGUARD S&P SMALL CAP 600 GRO","218.57","1.78%"
20210304,"92204A108","VCR",11712,"VANGUARD CONSUMER DISCRETIONAR","281.30","1.16%"
20210304,"92206C599","VTHR",16555,"VANGUARD RUSSELL 3000 ETF","178.93","0.00%"
20210304,"92206C649","VTWV",16764,"VANGUARD RUSSELL 2000 VALUE ET","136.30","0.09%"
20210304,"92206C664","VTWO",67902,"VANGUARD RUSSELL 2000 ETF","177.08","0.04%"
20210304,"922908611","VBR",10,"VANGUARD SMALL-CAP VALUE ETF","160.96","0.31%"
20210304,"922908751","VB",118,"VANGUARD SMALL-CAP ETF","211.00","0.17%"
20210304,"922908769","VTI",14748,"VANGUARD TOTAL STOCK MARKET ET","200.36","0.00%"
20210305,"025072885","AVUS",1394,"AMERICAN CENTY ETF TR AVANTIS ","65.80","0.02%"
20210305,"25460G815","RETL",1527,"DIREXION DAILY RETAIL BULL 3X ","145.59","2.87%"
20210305,"26924G706","GAMR",504,"ETF MANAGERS TR WEDBUSH ETFMG ","87.97","4.87%"
20210305,"30151E673","NVQ",1,"EXCHANGE LISTED FDS TR QRAFT A","28.84","0.25%"
20210305,"316092204","FDIS",115288,"FIDELITY COVINGTON TR MSCI CON","71.09","0.13%"
20210305,"33939L100","TILT",160,"FLEXSHARES TR","151.72","0.04%"
20210305,"35473P876","FLQS",199,"FRANKLIN TEMPLETON ETF TR LIBE","34.72","0.28%"
20210305,"36467W109","GME",33363,"GAMESTOP CORP (HLDG CO) CL A","132.35",NA
20210305,"381430602","GSSC",91082,"GOLDMAN SACHS ETF TR ACTIVEBET","59.86","0.27%"
20210305,"46137V183","EWSC",17057,"INVESCO","77.34","0.54%"
20210305,"46137V480","XSVM",67892,"INVESCO S&P SMALLCAP VALUE WIT","44.62","2.45%"
20210305,"46138E180","PSCD",914,"INVESCO S&P SMALLCAP CONSUMER ","102.94","1.92%"
20210305,"46138E453","PBSM",8933,"INVESCO ETF TR II PUREBETA MSC","36.22","0.07%"
20210305,"46138G664","RWJ",8399,"INVESCO EXCHANGE-TRADED FD TR ","105.87","2.11%"
20210305,"46138J593","OMFS",10145,"INVESCO EXCHANGE-TRADED SELF-I","37.48","0.15%"
20210305,"464287150","ITOT",424877,"ISHARES CORE S&P TOTAL U.S. ST","87.40","0.01%"
20210305,"464287630","IWN",186,"ISHARES RUSSELL2000 VAL ETF","152.97","0.21%"
20210305,"464287655","IWM",58353,"ISHARES RUSSELL 2000 ETF","213.19","0.10%"
20210305,"464287804","IJR",10649,"ISHARES CORE S&P SM CAP ETF","104.67","0.28%"
20210305,"464287879","IJS",425,"ISHARES S&P SMALLCAP 600 VALUE","97.46","0.30%"
20210305,"464288869","IWC",86473,"RUSSELL MICRO CAP ETF","140.83","0.59%"
20210305,"46435U663","ESML",794,"ISHARES ESG AWARE MSCI USA SMA","37.05","0.18%"
20210305,"46436E544","XJR",64,"ISHARES TRESG SCREENED S&P SMA","37.40","0.30%"
20210305,"46641Q290","BBSC",25,"JP MORGAN EXC-TRD TR BETABUILD","62.43","0.15%"
20210305,"74347R818","SAA",2559,"PROSHARES ULTRA SMALLCAP600","138.18","0.18%"
20210305,"74347X294","HDG",196,"PROSHARES TRUST - PROSHARES HE","51.17","0.03%"
20210305,"74347X799","URTY",2417,"PROSHARES TRUST PROSHRS ULTRAP","97.59","0.05%"
20210305,"78464A128","VLU",130,"SPDR S&P 1500 VALUE TILT ETF","133.00","0.04%"
20210305,"78464A201","SLYG",3102,"SPDR S&P 600 SMALL CAP GROWTH ","82.27","0.26%"
20210305,"78464A300","SLYV",72431,"SPDR S&P 600 SMALL CAP VALUE E","79.45","0.30%"
20210305,"78464A813","SLY",123,"SPDR S&P 600 SMALL CAP ETF","90.52","0.29%"
20210305,"78468R853","SPSM",259,"SPDR PORTFOLIO S&P 600 SMALL C","40.71","0.29%"
20210305,"808524102","SCHB",159,"SCHWAB STRATEGIC TR US BROAD M","92.18","0.01%"
20210305,"808524607","SCHA",3785,"SCHWAB STRATEGIC TR US SMALL-C","96.27","0.07%"
20210305,"808524771","FNDX",1405,"SCHWAB FUNDAMENTAL U S LARGE C","48.96","0.39%"
20210305,"808524789","FNDB",6195,"SCHWAB FUNDAMENTAL U S BROAD M","48.68","0.35%"
20210305,"87166N304","SSLY",33,"SYNTAX ETF TR STRATIFIED SMALL","49.53","0.11%"
20210305,"886364405","SFYF",1542,"TIDAL ETF TR SOFI 50 ETF","28.42","0.69%"
20210305,"89349P305","DMRS",178,"TRANSAMERICA ETF TR DELTASHARE","55.30","0.17%"
20210305,"921932778","VIOV",5394,"VANGUARD S&P SMALL CAP 600 VAL","168.30","0.12%"
20210305,"921932794","VIOG",1450,"VANGUARD S&P SMALL CAP 600 GRO","211.69","1.78%"
20210305,"921932828","VIOO",31,"VANGUARD S&P SMALL CAP 600 ETF","191.06","0.12%"
20210305,"92204A108","VCR",6160,"VANGUARD CONSUMER DISCRETIONAR","275.18","1.16%"
20210305,"92206C599","VTHR",27908,"VANGUARD RUSSELL 3000 ETF","176.26","0.00%"
20210305,"92206C649","VTWV",26659,"VANGUARD RUSSELL 2000 VALUE ET","133.95","0.09%"
20210305,"92206C664","VTWO",53328,"VANGUARD RUSSELL 2000 ETF","172.42","0.04%"
20210305,"922908751","VB",940,"VANGUARD SMALL-CAP ETF","206.13","0.17%"
20210305,"922908769","VTI",211,"VANGUARD TOTAL STOCK MARKET ET","197.19","0.00%"
20210308,"025072885","AVUS",65195,"AMERICAN CENTY ETF TR AVANTIS ","67.38","0.02%"
20210308,"30151E673","NVQ",11,"EXCHANGE LISTED FDS TR QRAFT A","29.61","0.25%"
20210308,"316092204","FDIS",36106,"FIDELITY COVINGTON TR MSCI CON","71.90","0.13%"
20210308,"33939L100","TILT",433,"FLEXSHARES TR","154.93","0.04%"
20210308,"36467W109","GME",1907,"GAMESTOP CORP (HLDG CO) CL A","137.74",NA
20210308,"46137V183","EWSC",19434,"INVESCO","79.39","0.54%"
20210308,"46137V480","XSVM",77768,"INVESCO S&P SMALLCAP VALUE WIT","46.04","2.45%"
20210308,"46138E180","PSCD",320,"INVESCO S&P SMALLCAP CONSUMER ","105.74","1.92%"
20210308,"46138E453","PBSM",2957,"INVESCO ETF TR II PUREBETA MSC","37.00","0.07%"
20210308,"46138G664","RWJ",30101,"INVESCO EXCHANGE-TRADED FD TR ","108.51","2.11%"
20210308,"46138J593","OMFS",35289,"INVESCO EXCHANGE-TRADED SELF-I","38.22","0.15%"
20210308,"46138J734","IUSS",98,"INVESCO EXCH-TRADED SELF INDX ","35.45","1.25%"
20210308,"464287150","ITOT",36,"ISHARES CORE S&P TOTAL U.S. ST","89.00","0.01%"
20210308,"464287630","IWN",2574,"ISHARES RUSSELL2000 VAL ETF","156.96","0.21%"
20210308,"464287804","IJR",17957,"ISHARES CORE S&P SM CAP ETF","107.05","0.28%"
20210308,"464287879","IJS",102892,"ISHARES S&P SMALLCAP 600 VALUE","100.17","0.30%"
20210308,"464288570","DSI",4932,"ISHARES MSCI KLD 400 SOCIAL ET","73.67","0.02%"
20210308,"464288869","IWC",11383,"RUSSELL MICRO CAP ETF","143.09","0.59%"
20210308,"46435U663","ESML",16649,"ISHARES ESG AWARE MSCI USA SMA","37.83","0.18%"
20210308,"46436E544","XJR",363,"ISHARES TRESG SCREENED S&P SMA","38.25","0.30%"
20210308,"46641Q290","BBSC",63,"JP MORGAN EXC-TRD TR BETABUILD","63.69","0.15%"
20210308,"74347R818","SAA",1886,"PROSHARES ULTRA SMALLCAP600","144.65","0.18%"
20210308,"74347R842","UWM",7,"PROSHARES ULTRA RUSSELL 2000","108.97","0.07%"
20210308,"74347X294","HDG",271,"PROSHARES TRUST - PROSHARES HE","51.45","0.03%"
20210308,"74347X799","URTY",1468,"PROSHARES TRUST PROSHRS ULTRAP","103.49","0.05%"
20210308,"78464A128","VLU",124,"SPDR S&P 1500 VALUE TILT ETF","136.44","0.04%"
20210308,"78464A201","SLYG",303,"SPDR S&P 600 SMALL CAP GROWTH ","83.81","0.26%"
20210308,"78464A300","SLYV",3,"SPDR S&P 600 SMALL CAP VALUE E","81.59","0.30%"
20210308,"78464A714","XRT",514,"SPDR SERIES TR SPDR S&P RETAIL","81.68","3.44%"
20210308,"78464A813","SLY",173,"SPDR S&P 600 SMALL CAP ETF","92.60","0.29%"
